Unnamed: 0,logpred
14282777,4.71413373062084
17029381,5.478697921891204
7824740,5.096415826256021
19811650,4.890642523232156
12410741,4.522992682803248
19589738,4.522992682803248
15470255,4.71413373062084
6128434,4.566889448422072
18358465,4.5083604275969735
8760362,4.5083604275969735
11755946,4.522992682803248
8327302,4.960117415006819
13884363,4.522992682803248
6103273,5.357031765848276
18724232,4.522992682803248
19086978,4.5924675745779115
6834210,4.640050724453444
9013556,4.676574721558849
11759260,4.522992682803248
8382187,5.65520671450252
1840445,4.5083604275969735
15202859,4.577835319371637
18361399,4.9052747784384305
17881079,4.5083604275969735
16227150,4.9052747784384305
9770459,5.287556874073612
4341518,4.522992682803248
10516580,4.9052747784384305
16416474,4.71413373062084
5085892,4.71413373062084
13697587,4.522992682803248
12158766,4.522992682803248
5386312,4.9052747784384305
17692345,3.9871285484124663
16026765,4.9052747784384305
18505615,4.522992682803248
2262885,4.5083604275969735
16674812,4.331851634985657
1628130,3.9871285484124663
15379798,4.566889448422072
20173503,5.279262375424171
21173342,4.9052747784384305
10019796,5.6698389697087945
13116069,4.974749670213093
16245464,4.522992682803248
2298801,4.522992682803248
884803,4.522992682803248
16480090,4.331851634985657
9855805,4.522992682803248
11407704,4.5083604275969735
15572980,4.5083604275969735
8457785,4.522992682803248
4115403,5.426506657622938
10138784,4.522992682803248
16592678,4.522992682803248
7194843,5.096415826256021
20754111,4.522992682803248
19808904,4.522992682803248
16240085,4.522992682803248
16390897,4.890642523232156
15217021,5.287556874073612
2899177,4.522992682803248
823880,6.054772437644099
17960485,4.577835319371637
37197,4.331851634985657
17843177,4.71413373062084
20872950,5.096415826256021
12028495,4.71413373062084
14824136,5.426506657622938
5084563,4.522992682803248
9168809,4.5083604275969735
16490010,4.522992682803248
752084,4.522992682803248
1391683,4.522992682803248
13862932,4.5083604275969735
18969917,4.661942466352574
2536255,4.522992682803248
7401453,4.317219379779383
8048838,4.640050724453444
17094930,5.287556874073612
1213652,4.71413373062084
18650533,5.404614915723808
18428776,4.522992682803248
3497750,4.331851634985657
12784763,4.890642523232156
10166945,5.617647705440529
17024368,4.522992682803248
10550345,4.949171544057254
12135309,5.099067198556144
17845579,4.331851634985657
17887871,4.699501475414565
20310828,4.699501475414565
16367772,5.235365609805347
14007277,5.096415826256021
10187948,4.522992682803248
1979502,4.7580304962396625
4025466,4.331851634985657
7010681,4.890642523232156
2210088,4.522992682803248
16487475,4.640050724453444
7132520,4.522992682803248
6329731,4.522992682803248
16633430,4.522992682803248
1586489,4.522992682803248
14556587,6.124247329418762
20332537,5.411874402416664
19504228,4.331851634985657
7124926,4.522992682803248
724656,4.522992682803248
17857598,5.9999298010757105
7198878,4.522992682803248
1954429,4.4708014185349825
17552926,4.522992682803248
18947464,4.71413373062084
555596,4.317219379779383
8687518,4.522992682803248
2754975,4.5083604275969735
15591048,4.522992682803248
68403,4.522992682803248
16123133,4.331851634985657
16545677,5.794156498051846
9909328,5.029592306781481
9372609,4.522992682803248
15507297,4.9052747784384305
3104839,6.176438593687028
5628808,5.287556874073612
10043483,4.522992682803248
13882820,4.71413373062084
5804060,4.699501475414565
13880330,4.522992682803248
16515346,5.464065666684929
9734018,4.522992682803248
13343870,5.238130263926035
10102418,4.5083604275969735
20903084,4.522992682803248
17642625,5.357031765848276
